player_id,nrows
21t7ra3,19695
qc9hlk5,19586
lk75jrq,19511
mpzdxog,19296
ok31npy,19278
x5u2pu3,19146
ydxu25a,19136
u3ulou0,18962
855whqe,18732
odqnjbd,18669
ptsbkh,18376
is3spv,18327
meakc9c,18299
cdaf89z,18030
nz9eg12,18024
b1qt6gb,18012
9i2pt7y,17929
jdjhtm2,17906
bjqkz1y,17880
x8r15z4,17851
9sxtiev,17762
frz0boj,17738
rlvzek7,17733
of25spi,17621
zospu3x,17566
hmf35ac,17491
rxu4yqp,17359
gxsgxb5,17296
ppgo59j,17041
3siujrj,16992
lb6djej,16982
foa0oxh,16763
5fue178,16574
n4vfsba,16339
ld9rck,16293
jwenurj,16206
gd8hn84,16154
mytmnjg,16125
bfrbx0n,16114
k99bjw3,16090
rr1flci,16046
6ikjpwj,15930
u6foog3,15917
tsvmdvu,15866
9zy9ysf,15845
u9vm33v,15729
gpjkduv,15463
us48gmq,15457
rfagb10,15441
h03mw70,15332
gy48qmy,15316
aql887a,15177
wksm8wt,15114
gfwmpf0,14972
901o8hq,14967
yi44stu,14779
b0zirro,14736
jf9nmty,14673
44sopa5,14547
4vxthrz,14533
jjv3xq6,14504
olxsgno,14474
kp74uvn,14447
1uep0cy,14375
a764j4x,14278
0irsvx7,14032
oi35sdw,13904
m4urjh0,13868
zygqdzq,13859
4abtgub,13853
zcer9nb,13782
l4gmdfp,13754
xhuinmm,13739
xyhtm8,13678
2x48i0l,13672
alcfj3x,13659
fyp91kq,13592
4ph2qr,13583
4nlvqat,13473
rhd6g5o,13427
cylwx45,13385
4osohgf,13369
qna4v9w,13353
58s32rk,13342
9wlqdxo,13335
oc0s469,13233
lekxv5r,12976
lrcsv8m,12968
p4h1t65,12926
5nlfvm,12910
5wo25jp,12876
0ku7bb,12745
gdt6c3r,12711
hahbthc,12619
yvl835x,12570
26weoqg,12532
y13yx6e,12425
hk9em99,12208
8qpgog,12137
uvzm1bq,12122
nkzlv6k,12092
wxo83eo,11949
00qhiaz,11870
0z75cgk,11826
8kq9h4j,11704
6thpz6,11520
bxczvfe,11519
j5yd4uw,11489
iipes2g,11349
tho1k68,11204
rnhwbot,11102
egkr20w,11095
7g925ld,10968
i4bklj6,10957
uzl3kvo,10922
8qpkrfo,10822
nn8bses,10783
p3pxp6,10733
pjb3q24,10718
9z8hm89,10488
fuewrpn,10462
t4c8ve7,10458
l2cev6n,10442
p6m6foz,10437
3inxcyi,10289
r370zed,10240
aon5ow1,10207
n38l2kc,10192
gg16nwz,10189
hcan5xe,10159
q6i3mes,10114
bh4vm6o,10064
3qz8lsk,10038
s539u6s,9962
xlrp54o,9949
dghg7h7,9929
0ddm38,9876
9q4nmh8,9792
3hodyn3,9737
ps3mhtf,9702
vnskmhb,9660
mo16dbv,9629
vxvk4e4,9362
0mmpa11,9344
jzaa9de,9308
zr1d6ue,9280
5opc46,9270
8yx8q4t,9259
83oausk,9144
jdlb4nc,9091
b40mg3b,9088
mzp2yvb,9046
3m2ih7d,8962
33twksh,8962
n3xbejs,8865
vwwvcvp,8863
f3mcsv,8847
5e1bc0,8838
pyl4mrc,8817
mqkqbdu,8644
fbv761e,8641
8ru47ql,8591
rrcj8kw,8586
erkb957,8573
zc671po,8569
fhzorw6,8517
lfwcsch,8488
gjxlvqz,8461
wfk26an,8454
drq0yh6,8413
w2nx7e4,8404
j6hhnmt,8398
p0lkii9,8373
lowjuk,8306
t0vdn4,8264
z97plz8,8253
o0fkbgn,8252
0pe7mrz,8244
568s7tq,8207
141kag5,8182
kxal5d0,8139
ddvax7h,8138
i0rvwsh,8106
jze0zte,8106
4fzxrla,8069
uoicvud,7991
qgv2hd2,7919
9d2syys,7913
36vky36,7913
0t7sulk,7913
r9ptgp2,7899
2haj89,7839
nxk23ci,7837
mf1i1kh,7795
9yg825n,7795
vtgthyu,7713
k191nzh,7704
mrha8cm,7635
dkhv0os,7611
j3a4kid,7518
5rgtb1c,7501
z8n64ve,7486
o1m9hgs,7428
djfqjo2,7342
0k77as7,7326
vl8q5r5,7306
rn7miix,7294
pemzvif,7269
fcaw17y,7263
emhjyid,7245
p919q7d,7240
8atitz,7232
t8ko1gq,7172
7g9q4ej,7163
nc1dg7,7137
sxxukyx,7123
nnoz74j,7095
tvdcmng,7093
a30ggtf,7093
sxzboz9,7081
401m360,7076
zty9239,7048
3qiir7,7046
0c87n4d,7035
lues3zt,7018
b4lcs16,6977
utuh52t,6957
1n3nfhx,6938
ugf4jvy,6938
ot2pdyv,6927
w18m6ek,6924
v1mga89,6921
evrd209,6870
0zb4hq6,6806
wr5ibgq,6699
o1v59jb,6674
3i2at74,6654
lz6lxw3,6634
elvsfr0,6565
q7jmq47,6548
j0hrnvy,6544
xit3eu8,6539
m7ufkzi,6538
y9b041,6502
eomz1ri,6462
2p0z7hy,6432
hw7rn6q,6413
4my64pv,6370
cdbbn96,6355
pxo0n7t,6354
e8rbsqz,6353
o3auaic,6323
75bld6r,6320
9umr1fl,6311
fqlhhqg,6309
licbd9y,6307
lkafe7w,6297
ltsande,6287
cn6tet2,6227
fdpl55,6217
lq4b59d,6199
lviovtn,6175
t4l7hpb,6147
dz2x3xn,6102
dn5a87,6098
88ixhgt,6088
yae8mva,6066
5qxkkho,6061
hb5aeel,6059
83mc8p,6058
7jos4ax,6037
kwlh67i,6014
d52s5qy,6014
u1cvt5,6014
9zb79o2,6000
plfzjjx,5999
0f4uezb,5997
kq1uu02,5972
tqv70di,5968
pgfm0e5,5960
njxs8d6,5938
yvh1zcy,5926
lrf34sh,5894
vzvo1di,5873
cye5773,5871
gpky89j,5863
o6fd5e8,5826
snjckn1,5805
91fs9wa,5779
w7ycaq4,5733
psspid6,5631
7hxf3wx,5628
siw3zbm,5601
4hpr6ii,5587
lbwzrxs,5567
ow9ub19,5536
e8e5l3l,5535
68xjyb8,5532
grdoale,5526
oipm6b4,5524
6cd4h1g,5408
71d7p4m,5372
2end92,5367
pkpe5hx,5337
w29kopj,5319
1ii3q4u,5319
kw2g2f,5295
xjaec0x,5293
pqjmv8m,5289
9035a6t,5277
5gcshmn,5254
rm1zbjm,5252
1p8vgbm,5252
ut67hyf,5245
a91sek,5244
iyw4bhv,5236
k0201jv,5178
9e0qbp,5142
j54z195,5131
puukg3,5113
dsj3ip3,5087
o3h7qpg,5080
azd3rx0,5049
dlw22as,4998
1m2heyf,4991
q59ppvq,4982
35mla5s,4975
m118shg,4970
9d8b9n7,4961
7382bh9,4959
hyo6pao,4945
1519dl3,4943
4pxr7gt,4933
c04c5mf,4932
gj27gdx,4923
31lodcb,4902
embd1i8,4890
h93nh4a,4879
jkoiwz7,4878
xr4mns0,4866
h886ntl,4805
ae0l7tj,4799
0u0m6ev,4751
hmxs55x,4743
8qwsx21,4742
97bfvo4,4704
hqqo4w4,4689
euhfjfq,4639
vf8gzhj,4638
oww9ekr,4555
682w4g,4532
rfkmbfy,4531
609x840,4512
cp1xi2m,4504
1xtyxr,4429
cekd2br,4420
7rwbuzl,4400
cla7os9,4357
a6kw4yu,4312
jxcwk52,4297
a94cv8,4296
7uiwwkc,4269
e1e1vcb,4257
y5l59w6,4226
ou5l8dc,4219
3fgvdg,4196
npd5hc2,4165
jiydsty,4152
pnuvvv9,4130
9a30k9c,4104
e2qa1w0,4088
q8yhnxk,4088
ds5rn1t,4052
zrer7vu,4023
4zg9xn0,4013
p36nqpc,3994
dke6jj9,3967
153lbz0,3932
zbmv7uz,3928
uoaney9,3915
1y7jz3u,3913
jpc51ex,3910
96arigv,3906
fktvead,3890
5pq9ivb,3871
4gaigra,3847
2pfhq5j,3842
a1bl61l,3835
sy0ojxv,3828
xa9q2oa,3793
vqksv8r,3783
mfe5h8z,3782
mevuzg,3782
wb9y9cp,3780
ir5ilr0,3705
7vs9ux1,3704
cyrhwj4,3672
tlgnz4w,3646
pl0w3c5,3613
0zh8j1j,3607
l0mn8ai,3585
ecopr3o,3565
ax4mapr,3559
xp7gib0,3528
0sl48ao,3514
z047fg7,3424
dsgjsr8,3421
lsj49oj,3418
43ndomr,3418
jzcbdq3,3411
wr6fzuv,3373
5ig1q0o,3353
e3rsf2n,3334
mzbrwfo,3332
apkn1e4,3328
lo04gc8,3318
q9tn370,3308
rq48pbx,3280
15g70vg,3269
r4f0y59,3245
7fn7udw,3241
pqueqp,3233
samv2zn,3231
nlqgug8,3218
q2i3ehh,3213
yzurb6,3206
gxtxj8d,3199
cusolvy,3186
cxsdf3w,3157
mpsa2t5,3144
t52p851,3141
jfmr79c,3131
wqih1p1,3123
jtps62,3105
xwl9i93,3102
n1eockt,3094
vwf0vck,3068
f9vvtpx,3060
iox1y0w,3050
k8g94cw,3045
uedx6o1,3019
3pfs6u,3012
mpo0d8g,3008
vy5bbgn,2999
d45k5rh,2958
nkqvh04,2958
zrktdor,2952
bnrxpzi,2946
cr170mi,2932
nez16yn,2906
38muxp3,2903
ng40e6,2893
u1em5s,2863
pdhf5c0,2851
j0xfupk,2850
qj2jufi,2835
efg8oyz,2832
0ge7rd5,2796
xd3s6tx,2785
7fvjaa2,2771
jxs77pu,2748
chcey24,2728
dai60mp,2726
vsi7c95,2716
pks0ilv,2711
7mcbsd8,2709
w5weh51,2706
dptxc23,2701
oq3fk1y,2690
lr1hc61,2685
2j4z1mf,2669
a4a7zxx,2651
6v1elkv,2644
sjz362j,2634
r43g4z9,2621
ofja9h8,2620
4t2hrlb,2609
jw3yf04,2527
47o61zm,2524
d62c3ke,2515
3vkbinh,2508
ds8ie0z,2496
gix1ytt,2492
vxhodr9,2464
70x0gse,2456
ia6guq6,2445
2zy9hqf,2442
d515ev3,2438
t1f6orl,2435
zowv2z5,2431
x2yzkec,2429
kir7gs1,2425
2uz6jv0,2424
qsuh63a,2418
0lnmasb,2415
90678mi,2411
wh0trvc,2403
b18qyab,2392
ne3hq8e,2369
q0hdqhs,2356
36wyfox,2355
o79ddht,2349
ihh79o3,2349
kychkdu,2331
z13j32f,2330
98spl5x,2309
nqkmwdf,2304
69gwr8f,2295
4dz53zb,2282
ip1pofi,2275
el004dy,2272
hxaj0fx,2266
xo6hped,2260
qdnxabg,2259
i371qns,2250
p581j6a,2245
oicjg55,2241
vc2w4ls,2174
o54bzhz,2163
i1bndzt,2163
hhhype8,2158
n2y3cv2,2153
hd3coj2,2147
69rcnv2,2146
objhw1u,2145
hjlnzy8,2129
3xuaoif,2129
bady2td,2118
wpf5upz,2112
ti0yq16,2103
1o6wzr7,2103
1gnhe9f,2097
lmwnunh,2094
houcdda,2086
iu1pg5h,2085
goie1a0,2080
ilwx0qp,2059
pchp3fw,2047
o5guqph,2043
jyi1db,2027
k4zwqvj,2021
ntgje0f,2015
sx9u29m,2014
2jih4e2,2003
wdmydvx,1979
ol2hwt5,1975
a4xujm0,1972
8ydfa4w,1957
9ysxpim,1952
4xn84bu,1943
ph4ly9f,1914
rwtux9z,1907
4iyf23v,1907
d69znzg,1905
coowcbf,1905
xslhcn2,1899
q7fjau8,1896
bxqvd99,1892
885yvsc,1888
s4blagq,1886
goixz4l,1886
64sqv7e,1882
1v7m67q,1876
mn1ciwi,1874
y8usund,1842
mo4pn9h,1831
1kxyonp,1803
99exci4,1780
jho7anh,1756
t200zqb,1754
19csc5u,1743
m7ftjmd,1739
kpbebt8,1739
ra7gphc,1738
junkxkw,1737
gjnphzk,1737
ibh5wle,1731
4cdtwuq,1727
fbgu7ow,1724
9s6m16t,1722
vk6arbn,1721
ebqa49e,1710
6krti38,1690
hfmko75,1690
u0b80y5,1673
e3mdbib,1665
fjipq09,1643
bjznxam,1636
8wkh5tr,1629
y6ipud5,1624
gvu7ek9,1612
dxfax7g,1594
043lwou,1591
hpuzm3h,1567
s1mvca,1562
rz1gjdt,1562
wdufjeg,1557
mp34rny,1533
yclzatq,1533
qjip2kj,1531
h0vokx1,1531
i63epih,1521
58zthx2,1519
tlamfnx,1510
1ju487l,1510
wtwy1ta,1502
rzau2qk,1495
hq5a13y,1438
5kqq3c5,1398
1nc8tx7,1390
pkxaeru,1384
4zcqkvk,1362
1pboqyx,1360
ge44ogk,1359
f6acms2,1356
lgowbxc,1354
d32z3b7,1351
ch0f2eh,1348
r9xa1gr,1341
uxdav5d,1339
cd9njdd,1320
5ikoz5m,1318
vzwraah,1317
avl7e5t,1305
gv7tmtg,1304
scokepp,1303
1w8zqr6,1288
7pyku23,1281
s1lnbqu,1269
lcirhbh,1266
7spt4xp,1257
75rm4k8,1251
yom7qkp,1244
miz1q0f,1235
dfq4hu2,1217
0ew8zgp,1213
nptgvt4,1206
f2lvpvm,1206
11q2156,1199
p3mbvhp,1197
gvdktw2,1190
1oekg57,1185
igojdrb,1185
x2sw2hh,1184
wopc846,1180
9p07vq2,1179
s0xn208,1176
50nv1kf,1173
777kjeh,1169
92uf4uc,1167
edzx35q,1166
zgn5hcy,1164
hw2x6kb,1164
io22nan,1164
go7l7xv,1158
l3fjh1p,1157
8qumojw,1156
usg67d3,1156
1v3m00i,1153
zsvqura,1149
3cd5kys,1148
lo6pbw5,1147
mj0h3t6,1146
zndz9f5,1144
b7hbdg1,1136
rb8juo0,1111
4wjg1p5,1111
rqzcqxm,1105
ufc6wkn,1101
8rx94ay,1096
7glhxm6,1060
1i8msn6,1057
11gi9t1,1038
pa3bgd1,1036
va0ijeg,1006
jlszmxz,997
054r5r7,994
sgio5vp,988
8mbv7x1,987
jed37gc,984
jym3rof,984
hyjdvm5,982
ljuc0xt,980
h4ukipn,976
jtkagmb,975
5efx1u9,972
fl1wqc,972
atox7qd,972
e58xlcg,969
o9pmjyj,967
zl63w31,965
x1myy21,964
2i1g2ws,959
l2160o2,959
ulsk0n2,957
1yrvs4j,942
l7awb2f,939
5dctb61,922
x12r1s6,917
ar51tm5,915
onw5b1u,908
hpiaynu,903
949bzfb,892
iuwuxhe,892
r1j72d4,886
j5p35o,884
kr0l6cf,882
o6k3gka,881
p8gwaon,871
aa5jxb,823
7ydx7lo,820
p1h97hu,817
zdt3fcu,816
gk2pzjv,789
6aid7h3,786
nrvij9h,779
yoy101s,777
l2wyd64,775
kvr7idp,775
u8tsq4m,775
jm7e6k3,772
5hq0j21,771
ydjaxd1,771
zk7xk3l,770
r6j7gof,770
39mowwy,770
0k2yiu3,769
bafylx9,766
a3tlk3w,765
9yzf1nd,762
99v5xo8,760
8y2ladt,758
vnl59zq,757
a2f0a5h,753
kciklam,752
rnnpvrw,746
5g7ljim,745
uxe6tik,741
mmdljwx,741
yn9nihn,735
gqfdnhv,729
t2bp2j,729
t151sy9,728
64c7vat,727
fugwhqj,711
819qox2,705
8evvakn,700
7ybyhho,694
wmlv3v6,692
3r00qnp,682
1jtpm7m,647
uidvv9g,632
2mvvp5v,629
nvxrplm,623
du40e9f,621
6qrtzb2,618
feglfhj,605
mixtfy4,601
f4tp67x,599
8qmyi66,597
6671xdz,597
j97ke2q,592
hvvzcv5,590
5rzqw0i,590
srekxpz,590
9wami0o,586
yqznvq9,585
smzipee,584
c2mza2d,582
la2ruhs,582
ckeheu7,582
x67s3p7,582
vxyt6kv,582
562ipct,581
o2loi82,581
sparnjp,581
lidr0a8,580
1sh5k9p,580
picvmz6,579
x53jb5m,576
4sl0lpa,576
z45npl8,574
7x6znh6,571
aiv5gy0,570
w0k14hv,564
2aafc7w,558
oio09w4,557
1tnew6a,554
5ode642,554
jln9je5,552
x5gwsvt,550
zhmlmk0,545
c1xd1cj,538
trftjbe,529
v1t5yl6,522
wotsfl,520
mbppqch,514
y91gf5z,509
askiftq,506
k7z6kfh,505
15rgvo5,503
khovbl4,501
28hotg0,488
8euk4lj,483
ohvwuz7,474
6iqiw11,460
cmgw1m8,459
v34okg1,453
g8tgmdj,451
oim4cbv,440
appqwv6,440
myamnsr,424
6g52gtp,397
rl6f1vc,397
za52iv0,397
7mgzdbn,395
t32j50o,395
aailf3e,392
z214ivg,391
olkizm4,391
awuyoi1,391
xxog3jl,390
xv2df3u,390
u58vldq,390
u29cq2s,390
x9jze4u,389
h0y3w4r,389
3pttjjp,389
jptz8sp,389
kgrlt2w,388
45bztpu,388
yrcnki9,387
p1khll5,387
bskrvba,387
1k591ui,386
yawxp39,386
5hb4oww,386
186fa7r,384
3ukdxyw,382
lu2vvwm,381
0e49nrq,378
9b6tv8,376
bg0zl2s,375
zjk8y1m,372
388k8rf,369
1byb26i,368
mbkmuyy,356
7jnd6mb,344
jg1jdra,335
b4f68ey,323
68d09fm,322
efm2ddw,301
suwvoda,277
w0vddhi,260
179xxyt,258
1irc2tz,230
0dhpckv,199
7u5klrb,199
d4ydsnq,199
654f8mn,198
zyt437w,198
9jiir43,198
kqmsnvb,198
m4k0ppn,198
6v3c51r,198
lqxz7nk,198
mfg63ja,198
x5z8t9c,198
xamvmms,197
a5dxj7u,197
lfqxp4u,197
4rk17kc,197
e651oif,197
yenehau,197
1dip0jt,197
yv6n8gx,197
5i52scp,196
r883oye,196
8bi324,196
jlx3rg4,195
4arhrqa,195
r92spr6,195
zcmg3s9,195
j3as74z,195
l0qgb1b,194
t0p185n,194
f0lxlyl,194
dici8pg,185
g5dfles,183
b4dnqru,183
ooq9btt,181
2vv6lsy,170
3f2txh,160
r05vewv,153
y6upzcb,142
ylocu2a,141
cxfpidu,130
0yx7i56,68
4fgo39z,40
9saxhys,10
uqxqo92,3
